year,country_name,hdi_category,indicator_name,references,values
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,57.1
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,82.9
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,0.4
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,0.5
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,4.9
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,21.9
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,2.7
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,12.6
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,1.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,52.4
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,2.9
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,14.0
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,1.9
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,2.4
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,..
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,2.3
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,0.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,6.1
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,3.2
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,2.9
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,0.8
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,0.4
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,0.7
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,15.1
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,8.7
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,12.1
,Guinea,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,3.3
,Angola,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,32.8
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP - billions dollar US 2005,b,11.2
,Mozambique,,GDP - billions dollar US 2005,b,6.6
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,44.6
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,16.3
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,..
,Barbados,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,210.2
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,66.7
,Poland,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,528.5
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,15.6
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,85.5
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,49.5
,Estonia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,20.8
,Croatia,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,57.9
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,5.3
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,69.9
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,0.6
,Tonga,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,0.8
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,1.0
,Oman,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,38.4
,Romania,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,196.0
,Belarus,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,77.4
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,15.8
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,"1,552.0"
,Albania,HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,16.6
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,14.6
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,0.4
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,1.1
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,119.0
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,322.4
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,1.1
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,0.8
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,14.9
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,20.0
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,5.1
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,42.1
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,2.9
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,255.3
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,8.8
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,54.0
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,5.4
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,9.9
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,..
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,8.8
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,0.3
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,15.4
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,3.8
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,12.1
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,1.2
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,1.7
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,19.5
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,41.9
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,28.5
,Guinea,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,21.8
,Angola,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,37.2
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP - PPP billions dollar US 2005,b,75.1
,Mozambique,,GDP - PPP billions dollar US 2005,b,24.6
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"17,173"
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"20,841"
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"17,121"
,Barbados,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"11,465"
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"12,152"
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"31,861"
,Poland,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"7,945"
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"17,773"
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"8,616"
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"7,505"
,Estonia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"9,733"
,Croatia,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"8,666"
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"17,497"
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"3,443"
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"9,438"
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"2,090"
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"6,621"
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"10,578"
,Oman,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"9,584"
,Romania,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"4,556"
,Belarus,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"3,024"
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"5,059"
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"5,336"
,Albania,HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"2,678"
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"2,835"
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"3,938"
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"5,007"
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"3,772"
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"1,761"
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"2,184"
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"4,451"
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"1,625"
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"6,135"
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"3,219"
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"1,498"
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"1,940"
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,631
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,694
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,533
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,736
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,475
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,..
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,355
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,451
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"3,016"
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"6,416"
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,485
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"1,325"
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,645
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,894
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,718
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per capita - US 2005,b,303
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,b,316
,Guinea,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,b,350
,Angola,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,b,"2,058"
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP per capita - US 2005,b,157
,Mozambique,,GDP per capita - US 2005,b,335
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"22,273"
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"22,699"
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,..
,Barbados,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"20,538"
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"26,321"
,Poland,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"13,847"
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"21,482"
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"15,871"
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"14,494"
,Estonia,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"15,478"
,Croatia,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"13,042"
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"18,380"
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"9,032"
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"13,307"
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"8,177"
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"12,500"
,Oman,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"15,602"
,Romania,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"9,060"
,Belarus,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"7,918"
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"12,715"
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"10,845"
,Albania,HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"5,316"
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"7,200"
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"6,393"
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"6,707"
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"7,857"
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"6,848"
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"6,170"
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"7,843"
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"4,945"
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"5,584"
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"6,049"
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"5,016"
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"5,803"
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"3,071"
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,100"
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,063"
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,107"
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"1,927"
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"3,225"
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"1,356"
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,178"
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"7,586"
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"7,874"
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,039"
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"1,993"
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,178"
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,930
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"1,454"
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,744
,Guinea,LOW HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,316"
,Angola,LOW HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"2,335"
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP per capita - 2005 PPP dollar US 2005,b,"1,055"
,Mozambique,,GDP per capita - 2005 PPP dollar US 2005,b,"1,242"
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,3.2
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,4.0
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-1.9
,Barbados,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.3
,Czech Republic,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.9
,Kuwait,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.5
,Poland,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,4.3
,Bahrain,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.5
,Slovakia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.0
,Lithuania,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.9
,Estonia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.1
,Croatia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.6
,Bahamas,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.3
,Bulgaria,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,0.7
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,4.9
,Tonga,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.8
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.5
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,3.7
,Oman,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.4
,Romania,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.3
,Belarus,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.2
,Mauritius,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,4.4
,Russian Federation,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.7
,Albania,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,0.9
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.1
,Dominica,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,3.1
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,3.6
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.0
,Ukraine,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-3.8
,Samoa,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.4
,Grenada,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,3.4
,Armenia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,4.4
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,3.2
,Fiji,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,0.9
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,(.)
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.9
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,5.2
,Moldova,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-4.4
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.4
,Mongolia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.2
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-2.3
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,0.1
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-6.3
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,0.3
,Namibia,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,0.1
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,11.7
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,3.4
,Myanmar,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.6
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,5.4
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.6
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-2.7
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.5
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.4
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.4
,Guinea,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,1.0
,Angola,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.6
,Ethiopia,LOW HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1975-2005,b,-0.2
,Mozambique,,GDP per capita - Annual growth rate(percent) 1975-2005,b,2.3
,Slovenia,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,b,3.2
,Cyprus,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,b,2.3
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,GDP per capita - Annual growth rate(percent) 1990-2005,b,-0.8
